Word,"CONTROL_SOBOLEVSKY","KIREEVSKY","PESENNIKI","RUSCORPORA","RUSSKIE_PESNI","SOBOLEVSKY"
"цветочек",0.0250354669,0.0233090865,0.0439775226,0.0034789497,0.0560426647,0.0301856225
"чай",0.0041725778,0.0056263312,0.0195455656,0.0101692375,0,0.0183406314
"жажда",0,0,0,0.0157890793,0.0036156558,0
"здравствовать",0.0292080447,0.0144677089,0.024431957,0.0074396001,0.0090391395,0.023498934
"мальчик",0.0292080447,0.0321504642,0.0097727828,0.0061015425,0,0.0256004646
"песенка",0.0208628891,0.0241128481,0.0342047398,0.0037465612,0.0596583205,0.029039333
"пускаться",0,0.0008037616,0,0.0150932894,0.0144626232,0.0011462895
"дворец",0.0041725778,0.0128601857,0,0.0122566073,0,0.0095524122
"заснуть",0,0.008037616,0.0293183484,0.0137552318,0.0054234837,0.0038209649
"обитель",0,0,0,0.0157890793,0,0.0001910482
"палата",0.0292080447,0.0088413776,0.0195455656,0.0087776576,0.0018078279,0.0208242585
"сирота",0.0333806225,0.0208978017,0.0097727828,0.0082959569,0.0325409021,0.0166211972
"твердить",0,0.0008037616,0.0048863914,0.0154679455,0.0090391395,0
"шептать",0,0,0,0.0154679455,0.0126547953,0
"крыльцо",0.0166903113,0.0241128481,0.0195455656,0.0073860778,0.0072313116,0.021970548
"рождаться",0.0083451556,0.0056263312,0.0097727828,0.0132200088,0.0126547953,0.0057314473
"дурак",0.0083451556,0.0120564241,0.0097727828,0.0086170907,0,0.0217794998
"повсюду",0,0,0,0.0156285124,0.0018078279,0
"приказывать",0.0208628891,0.0233090865,0.0146591742,0.0062085871,0.0090391395,0.0257915129
"пройти",0,0.0160752321,0.0195455656,0.0112396836,0.0180782789,0.0093613639
"прочитывать",0,0.0032150464,0,0.0147186333,0.0036156558,0.0022925789
"рим",0,0,0,0.0156285124,0,0.0001910482
"вдовушка",0.0834515564,0.0409918418,0.0781822624,0.0003746561,0.0036156558,0.0374454557
"вдохновенный",0,0,0,0.0156285124,0,0
"вершина",0,0.0024112848,0,0.0147721556,0.0018078279,0.0022925789
"громко",0.0083451556,0.0184865169,0.0146591742,0.0102227598,0.0036156558,0.0135644253
"дубовый",0.0083451556,0.0337579874,0.024431957,0.0024620259,0.0090391395,0.0366812628
"замечать",0.0041725778,0.0024112848,0,0.0145580663,0.0054234837,0.0024836272
"поить",0.0125177335,0.030542941,0.0342047398,0.0038000835,0.0054234837,0.0324782014
"спокойно",0,0.0008037616,0,0.0154144232,0.0036156558,0.0001910482
"хвалить",0.0041725778,0.0024112848,0.0293183484,0.012203085,0.0054234837,0.0097434604
"отечество",0,0,0,0.0149862448,0.0054234837,0.0015283859
"пять",0.0041725778,0.0096451393,0.0097727828,0.012203085,0.0036156558,0.0087882192
"совесть",0,0.0064300928,0.0048863914,0.0140763656,0.0090391395,0.0026746754
"неволя",0,0.0104489009,0.0097727828,0.0101157152,0.0289252463,0.013373377
"обман",0,0.0032150464,0.0097727828,0.0142369325,0.0108469674,0.0022925789
"творить",0.0083451556,0.0088413776,0,0.0137017095,0.0018078279,0.0038209649
"господь",0.0041725778,0.0016075232,0,0.0137017095,0.0072313116,0.0049672543
"нынче",0,0.0192902785,0.0048863914,0.0119889958,0.0108469674,0.0064956403
"темница",0,0.0120564241,0.0097727828,0.0104903713,0.0072313116,0.0135644253
"мыслить",0,0.0016075232,0.0048863914,0.0148792002,0.0072313116,0.0003820965
"мятежный",0,0,0,0.0152538563,0.0036156558,0
"блеснуть",0,0,0,0.0149327225,0.0126547953,0
"богатство",0.0333806225,0.0104489009,0,0.0125242188,0.0216939347,0.0036299166
"влечь",0,0,0,0.0152538563,0,0.0001910482
"дерзать",0,0,0,0.0152538563,0,0.0001910482
"осенний",0.0292080447,0.0257203713,0.0342047398,0.0077607339,0.0560426647,0.0122270876
"пена",0,0.0008037616,0,0.0148792002,0.0018078279,0.0011462895
"праздник",0,0.0064300928,0,0.0130594419,0.0144626232,0.0049672543
"томить",0,0.0032150464,0,0.0145580663,0.0144626232,0.0003820965
"умолкать",0,0,0,0.0150932894,0.0072313116,0
"видный",0.0166903113,0.0032150464,0,0.0143974994,0.0036156558,0.0011462895
"сабля",0.0125177335,0.0184865169,0.0146591742,0.00813539,0.0162704511,0.0181495831
"удалый",0.0125177335,0.0168789937,0.0097727828,0.0013380576,0.0126547953,0.0433679513
"хмель",0.0667612451,0.0136639473,0.0439775226,0.003532472,0.0108469674,0.0326692496
"чадо",0.0292080447,0.0016075232,0.0097727828,0.0116143397,0,0.0108897499
"вина",0.0375532004,0.0072338544,0.0048863914,0.0114537728,0.0090391395,0.0087882192
"запевать",0.0250354669,0.0136639473,0.0048863914,0.0085100461,0.0235017626,0.0168122454
"отрадный",0,0,0,0.0149327225,0.0054234837,0.0003820965
"прямой",0,0,0,0.0149327225,0.0018078279,0.000764193
"уносить",0.0041725778,0.0088413776,0.0146591742,0.0119889958,0.0180782789,0.0066866885
"утешать",0.0208628891,0.0104489009,0.0195455656,0.0108115052,0.0126547953,0.0101255569
"вечность",0,0,0,0.0151468117,0,0
"разбивать",0,0.0072338544,0.0048863914,0.0103833267,0.0054234837,0.0145196665
"угол",0.0041725778,0.0064300928,0.0048863914,0.0120960404,0.0198861068,0.0068777368
"иногда",0.0041725778,0,0,0.0148256779,0.0036156558,0.0003820965
"мелкий",0.0292080447,0.0265241329,0.024431957,0.0059944979,0.0054234837,0.0233078857
"предел",0,0,0,0.0149862448,0.0036156558,0
"пылкий",0,0,0,0.0147186333,0.0126547953,0
"работа",0.0125177335,0.0168789937,0.0048863914,0.0092058361,0.0072313116,0.0154749077
"собирать",0.0166903113,0.0072338544,0.0097727828,0.0108115052,0.0054234837,0.0118449911
"щека",0.0166903113,0.0144677089,0.024431957,0.0101692375,0.0235017626,0.0099345087
"витязь",0,0,0,0.0149862448,0.0018078279,0
"всюду",0,0,0,0.0149327225,0.0036156558,0
"каменный",0.0292080447,0.0273278945,0.0342047398,0.005833931,0.0090391395,0.022734741
"красивый",0.0041725778,0.0104489009,0.0048863914,0.0101157152,0.0235017626,0.0122270876
"океан",0,0,0,0.0147721556,0,0.0009552412
"создавать",0.0083451556,0.0008037616,0,0.0141298879,0.0018078279,0.0024836272
"хор",0,0,0,0.0146115886,0.0090391395,0.0005731447
"яд",0,0,0,0.0147186333,0,0.0011462895
"искра",0,0.0016075232,0,0.0142369325,0.0018078279,0.0021015307
"прижимать",0.0250354669,0.0120564241,0.024431957,0.0085100461,0.0325409021,0.0147107147
"вкушать",0,0.0008037616,0.0048863914,0.0143974994,0.0090391395,0.0005731447
"зато",0,0,0,0.0145580663,0,0.0013373377
"травка",0,0.0554595507,0.0097727828,0.003532472,0.03434873,0.023498934
"возвращаться",0,0.0008037616,0,0.0133805757,0.0433878695,0.0005731447
"выпивать",0.0125177335,0.0096451393,0.024431957,0.0065832432,0,0.0257915129
"хоровод",0.0125177335,0.0168789937,0.0439775226,0.0050846188,0.0650818042,0.0217794998
"вещать",0.0041725778,0.0008037616,0.0097727828,0.0145580663,0,0.0001910482
"попадать",0,0.0088413776,0.0146591742,0.010436849,0.0018078279,0.0128002323
"сводить",0.0125177335,0.0056263312,0.0097727828,0.0103298044,0.0108469674,0.0126091841
"ясно",0.0041725778,0.008037616,0.0146591742,0.012898875,0.0198861068,0.0021015307
"горевать",0.0500709338,0.0265241329,0.0195455656,0.0031042936,0.0578504926,0.0261736094
"желтый",0.0083451556,0.0241128481,0.0195455656,0.0058874533,0.0108469674,0.0236899822
"мужик",0.0041725778,0.0176827553,0.0293183484,0.0064226763,0.0036156558,0.0238810304
"теплый",0.0125177335,0.0176827553,0.0195455656,0.009366403,0.0180782789,0.0118449911
"второй",0.045898356,0.0184865169,0,0.0053522303,0.0054234837,0.0263646576
"горница",0.0333806225,0.0393843186,0.024431957,0.0008563568,0.0036156558,0.0372544075
"прилетать",0.0333806225,0.0200940401,0.0146591742,0.0061015425,0.0253095905,0.021206355
"тишь",0,0,0,0.0146115886,0.0018078279,0.0001910482
"кончать",0,0.0016075232,0,0.0143974994,0.0036156558,0.0001910482
"проникать",0,0,0,0.014665111,0,0
"тысяча",0.0083451556,0.0072338544,0.0048863914,0.009366403,0,0.0166211972
"железный",0,0.0072338544,0,0.0115072951,0.0126547953,0.0080240262
"зажигать",0.0083451556,0.0056263312,0,0.0125777411,0.0108469674,0.0043941096
"касаться",0,0.0008037616,0,0.0144510217,0.0036156558,0
"конечно",0,0,0,0.0143974994,0.0054234837,0.0001910482
"прямо",0.0041725778,0.0016075232,0.0048863914,0.0128453527,0.0090391395,0.0045851578
"пташечка",0.0834515564,0.038580557,0.0293183484,0.0011239684,0.06869746,0.0267467541
"вчера",0,0.0056263312,0.0097727828,0.0123101296,0.0361565579,0.0024836272
"знамя",0,0.0064300928,0,0.0123101296,0.0072313116,0.0057314473
"мороз",0.0292080447,0.0257203713,0.0146591742,0.0080283454,0.0235017626,0.0128002323
"погулять",0.0375532004,0.0377767954,0.0195455656,0.0024085036,0.0180782789,0.0299945742
"протекать",0,0.0233090865,0.0293183484,0.0084030015,0.0072313116,0.0145196665
"царевич",0,0.0016075232,0,0.0132200088,0,0.0043941096
"повесить",0.0166903113,0.0152714705,0.0195455656,0.0054057526,0.0216939347,0.0250273199
"сливаться",0,0,0,0.0142904548,0.0072313116,0
"шея",0.0125177335,0.0112526625,0.0097727828,0.0099551483,0.0090391395,0.0116539429
"порыв",0,0,0,0.0144510217,0,0
"воин",0,0.0008037616,0,0.0138622764,0.0108469674,0.0005731447
"заветный",0,0,0,0.0131129642,0.0415800416,0.0001910482
"казнь",0,0,0.0048863914,0.0141298879,0,0.000764193
"мелькать",0,0,0,0.0142369325,0.0054234837,0
"молодецкий",0.0083451556,0.0393843186,0.0439775226,0.0019268029,0.0596583205,0.0267467541
"нос",0,0.0096451393,0.0048863914,0.0109720721,0.0018078279,0.0095524122
"нрав",0.0041725778,0.0016075232,0.0195455656,0.0127918304,0.0090391395,0.0034388684
"нужный",0,0,0,0.0138087541,0.0036156558,0.0017194342
"переставать",0.0250354669,0.0192902785,0.0439775226,0.0079213008,0.0433878695,0.0110807981
"пробуждать",0,0.004018808,0.0048863914,0.0136481872,0.0018078279,0.0013373377
"терпеть",0.0125177335,0.0136639473,0.0195455656,0.0107579829,0.0235017626,0.0059224955
"грозить",0.0041725778,0.0064300928,0,0.0125242188,0.0144626232,0.0032478201
"дол",0.0083451556,0.0056263312,0.0097727828,0.0119354735,0.0054234837,0.0059224955
"лень",0,0.0008037616,0,0.0141834102,0.0018078279,0.0001910482
"отставать",0.0417257782,0.0409918418,0.0342047398,0.0054057526,0.0126547953,0.0175764384
"охота",0.0417257782,0.0217015633,0.0195455656,0.0080818677,0.0090391395,0.0135644253
"подарок",0,0.030542941,0.0293183484,0.0044423511,0.0144626232,0.0254094164
"постигать",0,0,0,0.0143439771,0,0
"слепой",0,0,0,0.013969321,0.0036156558,0.0009552412
"тотчас",0,0.0016075232,0.0048863914,0.0136481872,0.0036156558,0.0015283859
"важный",0,0.0008037616,0.0048863914,0.0140228433,0,0.0005731447
"огромный",0,0,0,0.0142904548,0,0
"привыкать",0,0.0008037616,0.0048863914,0.0132200088,0.0018078279,0.0032478201
"грустить",0,0.0056263312,0.0195455656,0.0114537728,0.06869746,0.0005731447
"предмет",0,0,0.0048863914,0.0141834102,0,0
"продавать",0.0166903113,0.0120564241,0.0097727828,0.0066367655,0.0108469674,0.021970548
"роскошный",0,0,0,0.0142369325,0,0
"украшать",0,0,0.0048863914,0.0131129642,0.0018078279,0.0036299166
"чесать",0.0292080447,0.042599365,0.0586366968,0.0010169238,0.0018078279,0.0332423944
"беспечный",0,0,0,0.0140228433,0.0054234837,0
"ворона",0.0083451556,0.0032150464,0.048863914,0.0034254274,0,0.035343925
"досада",0,0.0120564241,0.0146591742,0.0109185498,0.0036156558,0.007832978
"кров",0,0,0,0.0138087541,0.0090391395,0.0003820965
"петр",0.0041725778,0.004018808,0,0.0127918304,0,0.0038209649
"получать",0.0125177335,0.0096451393,0.0293183484,0.0111861613,0,0.0066866885
"жалкий",0,0.0056263312,0,0.012898875,0.0108469674,0.0019104824
"катиться",0,0.0104489009,0.0097727828,0.0109720721,0.0397722137,0.0042030614
"окружать",0,0,0,0.0140763656,0,0.0001910482
"рыдать",0.0417257782,0.0160752321,0,0.0092593584,0.0108469674,0.0105076534
"спасение",0,0.0024112848,0,0.012898875,0,0.0038209649
"молва",0,0,0,0.0139157987,0.0054234837,0
"признаваться",0,0.0008037616,0,0.0137017095,0.0072313116,0.0003820965
"везти",0.0250354669,0.0160752321,0.0146591742,0.0035859943,0.0018078279,0.0315229602
"жаркий",0.0041725778,0.004018808,0,0.0130059196,0.0072313116,0.0017194342
"заводить",0.0083451556,0.0160752321,0,0.0078677785,0.0126547953,0.0164301489
"оживлять",0,0,0.0048863914,0.0135411426,0.0072313116,0.000764193
"поражать",0,0,0,0.013969321,0.0018078279,0
"почто",0.0083451556,0.0032150464,0.0097727828,0.011132639,0.0018078279,0.008597171
"ровно",0.0292080447,0.0225053249,0.0195455656,0.0032648605,0.0126547953,0.0296124777
"сладость",0,0,0.0048863914,0.0137017095,0.0072313116,0.0001910482
"слышный",0,0.0016075232,0,0.0136481872,0.0072313116,0.0001910482
"странник",0,0,0,0.0140228433,0,0
"являть",0,0.0008037616,0,0.0136481872,0,0.0011462895
"влага",0,0,0,0.0138622764,0.0036156558,0
"гнездо",0.0166903113,0.0208978017,0.0097727828,0.0058874533,0.0271174184,0.0198690173
"гробовой",0.0041725778,0.004018808,0.0097727828,0.0117213843,0.0162704511,0.0047762061
"детушки",0.045898356,0.0369730338,0.0146591742,0.0010169238,0.0072313116,0.0340065873
"клясться",0.0041725778,0.004018808,0.024431957,0.0121495627,0.0235017626,0.0019104824
"неделя",0.0083451556,0.0168789937,0.0195455656,0.0065832432,0.0036156558,0.0206332103
"обо",0.0083451556,0.0297391794,0.0390911312,0.0078142562,0.0271174184,0.0099345087
"склоняться",0,0,0.0048863914,0.0132735311,0.0054234837,0.0015283859
"странный",0,0,0,0.0139157987,0,0
"уснуть",0,0.0120564241,0.0048863914,0.0107579829,0.0054234837,0.0076419297
"алтарь",0,0.0008037616,0,0.0133805757,0.0018078279,0.0013373377
"восклицать",0,0.0024112848,0,0.0124706965,0.0036156558,0.0040120131
"лоно",0,0,0,0.0138622764,0,0
"погубить",0.0125177335,0.0136639473,0.024431957,0.0074931224,0.0271174184,0.0150928112
"сколь",0.0083451556,0.004018808,0,0.0120960404,0,0.0049672543
"государь",0.0333806225,0.0176827553,0.0781822624,0.0060480202,0.0018078279,0.0187227279
"дубрава",0,0.0024112848,0.0048863914,0.0128453527,0.0108469674,0.0015283859
"минувший",0,0,0,0.0138087541,0,0
"общий",0,0,0,0.0137017095,0,0.0003820965
"ружье",0.0041725778,0.0265241329,0.0097727828,0.0076536893,0,0.0150928112
"сохранять",0.0083451556,0.0008037616,0,0.0133270534,0.0072313116,0.0003820965
"чин",0,0.0032150464,0,0.0127918304,0.0036156558,0.0024836272
"жечь",0,0.0032150464,0.0097727828,0.0109720721,0.0180782789,0.0066866885
"морской",0,0.0008037616,0.0048863914,0.0131664865,0.0018078279,0.0013373377
"пример",0,0,0.0048863914,0.0132200088,0.0054234837,0.0009552412
"стройный",0,0,0.0048863914,0.0133270534,0.0054234837,0.0005731447
"сударыня",0.0417257782,0.0442068882,0.0830686538,0.0015521468,0.0018078279,0.0275109471
"дружина",0,0.0032150464,0,0.0127918304,0.0018078279,0.0021015307
"упование",0,0,0,0.0136481872,0,0
"встречаться",0,0.0056263312,0.0097727828,0.0119889958,0.0162704511,0.0022925789
"поп",0.0208628891,0.0200940401,0.0195455656,0.0057268864,0.0054234837,0.0210153068
"часы",0,0.0056263312,0.0097727828,0.0117213843,0.0036156558,0.0045851578
"сень",0,0,0,0.0134876203,0.0018078279,0
"доходить",0.0125177335,0.0152714705,0.0048863914,0.007600167,0.0018078279,0.0164301489
"молоденький",0.0375532004,0.0546557891,0.0390911312,0.0004281784,0.0018078279,0.0301856225
"скромный",0,0,0,0.0132200088,0.0036156558,0.0005731447
"слыхать",0.0083451556,0.0088413776,0.0195455656,0.0085635684,0.0180782789,0.0124181358
"твердый",0,0,0,0.0132200088,0.0054234837,0.0003820965
"тюрьма",0.0125177335,0.0273278945,0.0097727828,0.0080283454,0.0054234837,0.0114628946
"улетать",0.0083451556,0.0032150464,0,0.0111861613,0.0180782789,0.0051583026
"успевать",0,0.0096451393,0.0146591742,0.0106509382,0.0108469674,0.0061135438
"дань",0,0,0,0.0133805757,0,0.0001910482
"задумчивый",0,0,0,0.0130594419,0.0126547953,0
"звонкий",0,0.0032150464,0.0048863914,0.0115072951,0.0253095905,0.0032478201
"многий",0,0,0.0097727828,0.0127383081,0,0.0021015307
"оковы",0,0,0.0048863914,0.0132200088,0.0018078279,0.0003820965
"ундина",0,0,0,0.013434098,0,0
"виноград",0.0166903113,0.0233090865,0.024431957,0.0062621094,0,0.0181495831
"вотще",0,0,0,0.0133805757,0,0
"ласкать",0,0,0,0.0126312634,0.0180782789,0.000764193
"лукавый",0,0.0064300928,0.0048863914,0.0120425181,0.0036156558,0.0026746754
"отворять",0.0250354669,0.0120564241,0.0195455656,0.0059944979,0.0072313116,0.0208242585
"стоить",0.0083451556,0.0289354178,0.0048863914,0.008670613,0.0036156558,0.0089792674
"строй",0,0.0064300928,0,0.0118819512,0.0018078279,0.0036299166
"труба",0.0166903113,0.0048225696,0,0.0095269699,0.0108469674,0.0106987016
"коварный",0,0,0,0.0131664865,0.0054234837,0
"призывать",0.0041725778,0.0016075232,0,0.0123101296,0.0018078279,0.0028657237
"горячий",0,0.0088413776,0.0195455656,0.0094199253,0.0198861068,0.0087882192
"ет",0.0625886673,0.0008037616,0,0.0016056691,0,0.0385917452
